Apple Creek,Industrial,Year,Acre Feet,Acres
Park,Domestic,2015,0.9,0
Park,Domestic,2014,1,0
Park,Domestic,2013,1.2,0
Park,Domestic,2012,1.3,0
Park,Domestic,2011,1.2,0
Park,Domestic,2010,1.2,0
Park,Industrial,Year,Acre Feet,Acres
Park,Industrial,2019,2.3,0
Park,Industrial,2018,2.1,0
Park,Industrial,2017,2.2,0
Park,Industrial,2016,2.4,0
Park,Industrial,2015,2.4,0
Park,Industrial,2014,0,0
Park,Industrial,2013,2.2,0
Park,Industrial,2012,2.5,0
Park,Industrial,2011,0,0
Park,Industrial,2010,2.4,0
Park,Irrigation,Year,Acre Feet,Acres
Park,Irrigation,2019,355.7,500
Park,Irrigation,2018,481.5,410
Park,Irrigation,2017,463.2,524
Park,Irrigation,2016,244.8,525
Park,Irrigation,2015,468.8,525
Park,Irrigation,2014,283.1,460
Park,Irrigation,2013,472.5,466
Park,Irrigation,2012,490.9,442
Park,Irrigation,2011,457,602
Park,Irrigation,2010,234.6,471
Park,Rural Water,Year,Acre Feet,Acres
Park,Rural Water,2019,647.5,0
Park,Rural Water,2018,633.6,0
Park,Rural Water,2017,625.8,0
Park,Rural Water,2016,647.8,0
Park,Rural Water,2015,662.8,0
Park,Rural Water,2014,643.8,0
Park,Rural Water,2013,618.7,0
Park,Rural Water,2012,649.6,0
Park,Rural Water,2011,586.6,0
Park,Rural Water,2010,598,0
Pipestem,Irrigation,Year,Acre Feet,Acres
Pipestem,Irrigation,2019,42.9,342
Pipestem,Irrigation,2018,75.3,151
Pipestem,Irrigation,2017,179.6,276
Pipestem,Irrigation,2016,57.1,288
Pipestem,Irrigation,2015,92.4,282
Pipestem,Irrigation,2014,76.4,282
Pipestem,Irrigation,2013,115.8,275
Pipestem,Irrigation,2012,79.7,150
Pipestem,Irrigation,2011,0,0
Pipestem,Irrigation,2010,57,137
Pipestem,Municipal,Year,Acre Feet,Acres
Pipestem,Municipal,2019,0,0
Pipestem,Municipal,2018,0,0
Pipestem,Municipal,2017,0,0
Pipestem,Municipal,2016,0,0
Pipestem,Municipal,2015,0,0
Pipestem,Municipal,2014,0,0
Pipestem,Municipal,2013,0,0
Pipestem,Municipal,2012,0,0
Pipestem,Municipal,2011,0,0
Pipestem,Municipal,2010,0,0
Sandhill-Wilson,Industrial,Year,Acre Feet,Acres
Sandhill-Wilson,Industrial,2019,0.1,0
Sandhill-Wilson,Industrial,2018,0.1,0
Sandhill-Wilson,Industrial,2017,0.1,0
Sandhill-Wilson,Industrial,2016,0.1,0
Sandhill-Wilson,Industrial,2015,0.1,0
Sandhill-Wilson,Industrial,2014,0.1,0
Sandhill-Wilson,Industrial,2013,0.1,0
Sandhill-Wilson,Industrial,2012,0.1,0
Sandhill-Wilson,Industrial,2011,0.1,0
Sandhill-Wilson,Industrial,2010,0.1,0
Sandhill-Wilson,Irrigation,Year,Acre Feet,Acres
Sandhill-Wilson,Irrigation,2019,0,0
Sandhill-Wilson,Irrigation,2018,0,0
Sandhill-Wilson,Irrigation,2017,0,0
Sandhill-Wilson,Irrigation,2016,0,0
Sandhill-Wilson,Irrigation,2015,0,0
Sandhill-Wilson,Irrigation,2014,0,0
Sandhill-Wilson,Irrigation,2013,1.5,0
Sandhill-Wilson,Irrigation,2012,0.8,0
Sandhill-Wilson,Irrigation,2011,33.1,67
Sandhill-Wilson,Irrigation,2010,30.8,67
Turtle,Industrial,Year,Acre Feet,Acres
Turtle,Industrial,2013,0,0
Turtle,Industrial,2012,0.1,0
Turtle,Industrial,2011,0.1,0
Turtle,Industrial,2010,0.1,0
Turtle,Irrigation,Year,Acre Feet,Acres
Turtle,Irrigation,2019,6971.5,16123.2
Turtle,Irrigation,2018,9285.7,16911.7
Turtle,Irrigation,2017,8677.2,15958.1
Turtle,Irrigation,2016,3687.5,15377.2
Turtle,Irrigation,2015,6740.3,15571.3
Turtle,Irrigation,2014,5224.9,15252.8
Turtle,Irrigation,2013,8685.3,15597.3
Turtle,Irrigation,2012,11294.8,15024.5
Turtle,Irrigation,2011,5458.5,15501.3
Turtle,Irrigation,2010,6175.1,14245.8
Turtle,Municipal,Year,Acre Feet,Acres
Turtle,Municipal,2019,143.4,0
Turtle,Municipal,2018,237.9,0
Turtle,Municipal,2017,140.7,0
Turtle,Municipal,2016,152.7,0
Turtle,Municipal,2015,157.8,0
Turtle,Municipal,2014,144,0
Turtle,Municipal,2013,146,0
Turtle,Municipal,2012,103.5,0
Turtle,Municipal,2011,146.7,0
Turtle,Municipal,2010,129.6,0
Turtle,Rural Water,Year,Acre Feet,Acres
Turtle,Rural Water,2019,1610.3,0
Turtle,Rural Water,2018,1181.5,0
Turtle,Rural Water,2017,1330.7,0
Turtle,Rural Water,2016,1252.7,0
Turtle,Rural Water,2015,1385,0
Turtle,Rural Water,2014,1131.1,0
Turtle,Rural Water,2013,1280.7,0
Turtle,Rural Water,2012,1291.1,0
Turtle,Rural Water,2011,1150.3,0
Turtle,Rural Water,2010,1077.4,0
Upper Cannonball,Industrial,Year,Acre Feet,Acres
Upper Cannonball,Industrial,2019,33.3,0
Upper Cannonball,Industrial,2018,0,0
Upper Cannonball,Industrial,2011,0,0
Upper Cannonball,Industrial,2010,0,0
Upper Cannonball,Municipal,Year,Acre Feet,Acres
Upper Cannonball,Municipal,2019,0.4,0
Upper Cannonball,Municipal,2018,0.2,0
Upper Cannonball,Municipal,2017,38.5,0
Upper Cannonball,Municipal,2016,41.2,0
Upper Cannonball,Municipal,2015,0.2,0
Upper Cannonball,Municipal,2014,0.1,0
Upper Cannonball,Municipal,2013,0.2,0
Upper Cannonball,Municipal,2012,0.2,0
Upper Cannonball,Municipal,2011,0.4,0
Upper Cannonball,Municipal,2010,0.2,0
Upper Cannonball,Rural Water,Year,Acre Feet,Acres
Upper Cannonball,Rural Water,2011,0,0
Upper Cannonball,Rural Water,2010,0,0
Upper Heart,Industrial,Year,Acre Feet,Acres
Upper Heart,Industrial,2019,364.9,0
Upper Heart,Industrial,2018,317,0
Upper Heart,Industrial,2017,304.1,0
Upper Heart,Industrial,2016,406.3,0
Upper Heart,Industrial,2015,457.8,0
Upper Heart,Industrial,2014,528.1,0
Upper Heart,Industrial,2013,309.1,0
Upper Heart,Industrial,2012,407.2,0
Upper Heart,Industrial,2011,376.7,0
Upper Heart,Industrial,2010,365.9,0
Upper Heart,Irrigation,Year,Acre Feet,Acres
Upper Heart,Irrigation,2013,0,0
Upper Heart,Irrigation,2012,0,0
Upper Heart,Irrigation,2011,0,0
Upper Heart,Irrigation,2010,0,0
Upper Heart,Municipal,Year,Acre Feet,Acres
Upper Heart,Municipal,2019,0,0
Upper Heart,Municipal,2018,0,0
Upper Heart,Municipal,2017,19.3,0
Upper Heart,Municipal,2016,20.3,0
Upper Heart,Municipal,2015,1.2,0
Upper Heart,Municipal,2014,1.7,0
Upper Heart,Municipal,2013,1.1,0
Upper Heart,Municipal,2012,1.2,0
Upper Heart,Municipal,2011,0.8,0
Upper Heart,Municipal,2010,1.5,0
Upper Heart,Rural Water,Year,Acre Feet,Acres
Upper Heart,Rural Water,2017,0,0
Upper Heart,Rural Water,2016,0,0
Upper Heart,Rural Water,2015,0,0
Upper Heart,Rural Water,2014,0,0
Upper Heart,Rural Water,2013,0.1,0
Upper Heart,Rural Water,2012,0.2,0
Upper Heart,Rural Water,2011,0.2,0
Upper Heart,Rural Water,2010,0.1,0
Upper James,Fish and Wildlife,Year,Acre Feet,Acres
Upper James,Fish and Wildlife,2018,0.2,0
Upper James,Fish and Wildlife,2017,1,0
Upper James,Fish and Wildlife,2016,0,0
Upper James,Industrial,Year,Acre Feet,Acres
Upper James,Industrial,2019,1286.3,0
Upper James,Industrial,2018,1396.4,0
Upper James,Industrial,2017,2245.8,0
Upper James,Industrial,2016,2927.5,0
Upper James,Industrial,2015,2792.9,0
Upper James,Industrial,2014,2338.9,0
Upper James,Industrial,2013,2198.5,0
Upper James,Industrial,2012,1976.8,0
Upper James,Industrial,2011,2054,0
Upper James,Industrial,2010,2617.1,0
Upper James,Irrigation,Year,Acre Feet,Acres
Upper James,Irrigation,2019,8705.3,23308.2
Upper James,Irrigation,2018,16415.1,27745.9
Upper James,Irrigation,2017,21289.1,28791.4
Upper James,Irrigation,2016,18267.7,28899.9
Upper James,Irrigation,2015,20640.2,28604.5
Upper James,Irrigation,2014,14707,26740.6
Upper James,Irrigation,2013,19774.8,27169.3
Upper James,Irrigation,2012,20170.3,25311.7
Upper James,Irrigation,2011,8344.4,20670.4
Upper James,Irrigation,2010,12293.9,22884.7
Upper James,Municipal,Year,Acre Feet,Acres
Upper James,Municipal,2019,3991.8,0
Upper James,Municipal,2018,4144,0
Upper James,Municipal,2017,3696.5,0
Upper James,Municipal,2016,4126.1,0
Upper James,Municipal,2015,3608.5,0
Upper James,Municipal,2014,3693.8,0
Upper James,Municipal,2013,3630.7,0
Upper James,Municipal,2012,3555.2,0
Upper James,Municipal,2011,3379.6,0
Upper James,Municipal,2010,3439.5,0
Upper James,Rural Water,Year,Acre Feet,Acres
Upper James,Rural Water,2019,1580,0
Upper James,Rural Water,2018,1584.4,0
Upper James,Rural Water,2017,1480.9,0
Upper James,Rural Water,2016,1480.3,0
Upper James,Rural Water,2015,1241.3,0
Upper James,Rural Water,2014,1457.5,0
Upper James,Rural Water,2013,1459.9,0
Upper James,Rural Water,2012,1499.8,0
Upper James,Rural Water,2011,1380,0
Upper James,Rural Water,2010,1385.9,0
Upper Lake Oahe,Industrial,Year,Acre Feet,Acres
Upper Lake Oahe,Industrial,2015,0,0
Upper Lake Oahe,Industrial,2014,0,0
Upper Lake Oahe,Industrial,2013,0,0
Upper Lake Oahe,Industrial,2012,0,0
Upper Lake Oahe,Industrial,2011,0,0
Upper Lake Oahe,Industrial,2010,0,0
Upper Lake Oahe,Irrigation,Year,Acre Feet,Acres
Upper Lake Oahe,Irrigation,2019,686.8,2156.3
Upper Lake Oahe,Irrigation,2018,1637.2,2481.9
Upper Lake Oahe,Irrigation,2017,2509.8,3313.5
Upper Lake Oahe,Irrigation,2016,1638.2,2233
Upper Lake Oahe,Irrigation,2015,1866.1,2474
Upper Lake Oahe,Irrigation,2014,1540.1,2111
Upper Lake Oahe,Irrigation,2013,2154,2310.8
Upper Lake Oahe,Irrigation,2012,2180.2,2073
Upper Lake Oahe,Irrigation,2011,482.1,1252.5
Upper Lake Oahe,Irrigation,2010,1601.9,2117.5
Upper Lake Oahe,Municipal,Year,Acre Feet,Acres
Upper Lake Oahe,Municipal,2019,21.2,0
Upper Lake Oahe,Municipal,2018,20.7,0
Upper Lake Oahe,Municipal,2017,35.3,0
Upper Lake Oahe,Municipal,2016,20.7,0
Upper Lake Oahe,Municipal,2015,27.4,0
Upper Lake Oahe,Municipal,2014,28.9,0
Upper Lake Oahe,Municipal,2013,19.4,0
Upper Lake Oahe,Municipal,2012,30.5,0
Upper Lake Oahe,Municipal,2011,26.2,0
Upper Lake Oahe,Municipal,2010,50.3,0
Upper Lake Oahe,Recreation,Year,Acre Feet,Acres
Upper Lake Oahe,Recreation,2018,2.8,0
Upper Little Missouri,Industrial,Year,Acre Feet,Acres
Upper Little Missouri,Industrial,2019,6287.9,0
Upper Little Missouri,Industrial,2018,6038.7,0
Upper Little Missouri,Industrial,2017,6864.7,0
Upper Little Missouri,Industrial,2016,6583.1,0
Upper Little Missouri,Industrial,2015,6343.3,0
Upper Little Missouri,Industrial,2014,5854.9,0
Upper Little Missouri,Industrial,2013,5745,0
Upper Little Missouri,Industrial,2012,5575.2,0
Upper Little Missouri,Industrial,2011,5837.7,0
Upper Little Missouri,Industrial,2010,5662.9,0
Upper Little Missouri,Municipal,Year,Acre Feet,Acres
Upper Little Missouri,Municipal,2019,0.1,0
Upper Little Missouri,Municipal,2018,0.6,0
Upper Little Missouri,Municipal,2017,0.3,0
Upper Little Missouri,Municipal,2016,0.6,0
Upper Little Missouri,Municipal,2015,0,0
Upper Little Missouri,Municipal,2014,24.3,0
Upper Little Missouri,Municipal,2013,22.6,0
Upper Little Missouri,Municipal,2012,25,0
Upper Little Missouri,Municipal,2011,20.1,0
Upper Little Missouri,Municipal,2010,20.2,0
Upper Pembina River,Municipal,Year,Acre Feet,Acres
Upper Pembina River,Municipal,2019,33.4,0
Upper Pembina River,Municipal,2018,25.2,0
Upper Pembina River,Municipal,2017,48,0
Upper Pembina River,Municipal,2016,36.6,0
Upper Red,Industrial,Year,Acre Feet,Acres
Upper Red,Industrial,2019,563.8,0
Upper Red,Industrial,2018,552.7,0
Upper Red,Industrial,2017,593.8,0
Upper Red,Industrial,2016,753.5,0
Upper Red,Industrial,2015,680.8,0
Upper Red,Industrial,2014,598.7,0
Upper Red,Industrial,2013,577.3,0
Upper Red,Industrial,2012,665.2,0
Upper Red,Industrial,2011,726.9,0
Upper Red,Industrial,2010,619.2,0
Upper Red,Irrigation,Year,Acre Feet,Acres
Upper Red,Irrigation,2019,0,0
Upper Red,Irrigation,2018,0,0
Upper Red,Irrigation,2017,0,0
Upper Red,Irrigation,2016,0,0
Upper Red,Irrigation,2015,0,0
Upper Red,Irrigation,2014,0,0
Upper Red,Irrigation,2013,0,0
Upper Red,Irrigation,2011,0,0
Upper Red,Irrigation,2010,7.7,40
Upper Red,Municipal,Year,Acre Feet,Acres
Upper Red,Municipal,2019,981,0
Upper Red,Municipal,2018,1027.8,0
Upper Red,Municipal,2017,1062.6,0
Upper Red,Municipal,2016,1339.9,0
Upper Red,Municipal,2015,1660.7,0
Upper Red,Municipal,2014,1651.7,0
Upper Red,Municipal,2013,1697.9,0
Upper Red,Municipal,2012,1753,0
Upper Red,Municipal,2011,1692.7,0
Upper Red,Municipal,2010,1676.4,0
Upper Red,Rural Water,Year,Acre Feet,Acres
Upper Red,Rural Water,2019,0.9,0
Upper Red,Rural Water,2018,1.3,0
Upper Red,Rural Water,2017,1,0
Upper Red,Rural Water,2016,6.9,0
Upper Red,Rural Water,2015,7.2,0
Upper Red,Rural Water,2014,11.4,0
Upper Red,Rural Water,2013,10.6,0
Upper Red,Rural Water,2012,15.7,0
Upper Red,Rural Water,2011,18.6,0
Upper Red,Rural Water,2010,20.1,0
Upper Sheyenne,Industrial,Year,Acre Feet,Acres
Upper Sheyenne,Industrial,2016,0,0
Upper Sheyenne,Industrial,2015,0,0
Upper Sheyenne,Industrial,2014,0,0
Upper Sheyenne,Irrigation,Year,Acre Feet,Acres
Upper Sheyenne,Irrigation,2019,430.7,1758
Upper Sheyenne,Irrigation,2018,691,1543.5
Upper Sheyenne,Irrigation,2017,577.4,1436
Upper Sheyenne,Irrigation,2016,228.6,1129
Upper Sheyenne,Irrigation,2015,289.3,947
Upper Sheyenne,Irrigation,2014,285.7,1153.9
Upper Sheyenne,Irrigation,2013,370.6,1396.8
Upper Sheyenne,Irrigation,2012,343.2,682
Upper Sheyenne,Irrigation,2011,428.4,1138.6
Upper Sheyenne,Irrigation,2010,681.4,1191
Upper Sheyenne,Municipal,Year,Acre Feet,Acres
Upper Sheyenne,Municipal,2019,342,0
Upper Sheyenne,Municipal,2018,364.5,0
Upper Sheyenne,Municipal,2017,364.8,0
Upper Sheyenne,Municipal,2016,393.6,0
Upper Sheyenne,Municipal,2015,389.3,0
Upper Sheyenne,Municipal,2014,355.9,0
Upper Sheyenne,Municipal,2013,363.2,0
Upper Sheyenne,Municipal,2012,389.4,0
Upper Sheyenne,Municipal,2011,312.5,0
Upper Sheyenne,Municipal,2010,391.9,0
West Missouri Coteau,Irrigation,Year,Acre Feet,Acres
West Missouri Coteau,Irrigation,2019,4.4,17
West Missouri Coteau,Irrigation,2018,39.7,137
West Missouri Coteau,Irrigation,2017,19.7,137
West Missouri Coteau,Irrigation,2016,26.6,137
West Missouri Coteau,Irrigation,2015,0,0
West Missouri Coteau,Irrigation,2014,0,0
West Missouri Coteau,Irrigation,2013,0,0
West Missouri Coteau,Irrigation,2012,0,0
West Missouri Coteau,Irrigation,2011,0,0
West Missouri Coteau,Irrigation,2010,0,0
West Missouri Coteau,Municipal,Year,Acre Feet,Acres
West Missouri Coteau,Municipal,2019,84.9,0
West Missouri Coteau,Municipal,2018,123.4,0
West Missouri Coteau,Municipal,2017,174,0
West Missouri Coteau,Municipal,2016,155.6,0
West Missouri Coteau,Municipal,2015,149.1,0
West Missouri Coteau,Municipal,2014,142.2,0
West Missouri Coteau,Municipal,2013,138.6,0
West Missouri Coteau,Municipal,2012,15.4,0
West Missouri Coteau,Municipal,2011,122.6,0
West Missouri Coteau,Municipal,2010,111.4,0
Western Wild Rice,Industrial,Year,Acre Feet,Acres
Western Wild Rice,Industrial,2019,1476.8,0
Western Wild Rice,Industrial,2018,1489.1,0
Western Wild Rice,Industrial,2017,1433,0
Western Wild Rice,Industrial,2016,1375.9,0
Western Wild Rice,Industrial,2015,1214.6,0
Western Wild Rice,Industrial,2014,1319,0
Western Wild Rice,Industrial,2013,1404.6,0
Western Wild Rice,Industrial,2012,1100,0
Western Wild Rice,Industrial,2011,1305.4,0
Western Wild Rice,Industrial,2010,1009.1,0
Western Wild Rice,Irrigation,Year,Acre Feet,Acres
Western Wild Rice,Irrigation,2019,7408.6,18700.3
Western Wild Rice,Irrigation,2018,10605.7,21541
Western Wild Rice,Irrigation,2017,14844.3,22174.4
Western Wild Rice,Irrigation,2016,13963.7,21630.7
Western Wild Rice,Irrigation,2015,12786.9,21396.6
Western Wild Rice,Irrigation,2014,10247.7,20854.6
Western Wild Rice,Irrigation,2013,14456.5,20299.7
Western Wild Rice,Irrigation,2012,13957.8,20580.6
Western Wild Rice,Irrigation,2011,5697.4,13950.2
Western Wild Rice,Irrigation,2010,8154.5,16277.6
Western Wild Rice,Multiple Use,Year,Acre Feet,Acres
Western Wild Rice,Multiple Use,2019,0,0
Western Wild Rice,Multiple Use,2018,0,0
Western Wild Rice,Multiple Use,2017,0,0
Western Wild Rice,Multiple Use,2016,0,0
Western Wild Rice,Municipal,Year,Acre Feet,Acres
Western Wild Rice,Municipal,2019,560.9,0
Western Wild Rice,Municipal,2018,670.8,0
Western Wild Rice,Municipal,2017,668.6,0
Western Wild Rice,Municipal,2016,551,0
Western Wild Rice,Municipal,2015,643.5,0
Western Wild Rice,Municipal,2014,611.3,0
Western Wild Rice,Municipal,2013,621.3,0
Western Wild Rice,Municipal,2012,707.3,0
Western Wild Rice,Municipal,2011,525.4,0
Western Wild Rice,Municipal,2010,519.1,0
Western Wild Rice,Rural Water,Year,Acre Feet,Acres
Western Wild Rice,Rural Water,2019,748,0
Western Wild Rice,Rural Water,2018,759.8,0
Western Wild Rice,Rural Water,2017,824.1,0
Western Wild Rice,Rural Water,2016,891.3,0
Western Wild Rice,Rural Water,2015,875.8,0
Western Wild Rice,Rural Water,2014,834.3,0
Western Wild Rice,Rural Water,2013,870.8,0
Western Wild Rice,Rural Water,2012,958.4,0
Western Wild Rice,Rural Water,2011,892.6,0
Western Wild Rice,Rural Water,2010,960.5,0
Western Wild Rice,Stock,Year,Acre Feet,Acres
Western Wild Rice,Stock,2010,8.5,0
Willow,Industrial,Year,Acre Feet,Acres
Willow,Industrial,2015,0.8,0
Willow,Industrial,2014,5.5,0
Willow,Industrial,2013,4.4,0
Willow,Industrial,2012,5.9,0
Willow,Industrial,2011,5.2,0
Willow,Industrial,2010,1.5,0
Willow,Irrigation,Year,Acre Feet,Acres
Willow,Irrigation,2019,204.2,642
Willow,Irrigation,2018,272.6,660
Willow,Irrigation,2017,397.6,526
Willow,Irrigation,2016,231.5,468
Willow,Irrigation,2015,279.1,558
Willow,Irrigation,2014,236.9,636
Willow,Irrigation,2013,228.8,620
Willow,Irrigation,2012,429.7,523
Willow,Irrigation,2011,292.2,636
Willow,Irrigation,2010,203.4,523
Willow,Municipal,Year,Acre Feet,Acres
Willow,Municipal,2019,1455,0
Willow,Municipal,2018,584.4,0
Willow,Municipal,2017,606.2,0
Willow,Municipal,2016,1207.2,0
Willow,Municipal,2015,1358.8,0
Willow,Municipal,2014,1367,0
Willow,Municipal,2013,1364.5,0
Willow,Municipal,2012,1456.9,0
Willow,Municipal,2011,831.9,0
Willow,Municipal,2010,1377.8,0
Willow,Rural Water,Year,Acre Feet,Acres
Willow,Rural Water,2019,502.6,0
Willow,Rural Water,2018,129.7,0
Willow,Rural Water,2017,130.1,0
Willow,Rural Water,2016,742.3,0
Willow,Rural Water,2015,708.5,0
Willow,Rural Water,2014,703.6,0
Willow,Rural Water,2013,586,0
Willow,Rural Water,2012,587,0
Willow,Rural Water,2011,282.5,0
Willow,Rural Water,2010,554.6,0
