Apple Creek,Domestic,Year,Acre Feet,Acres,,,
Lower Souris,Industrial,2014,713.9,0,,,
Lower Souris,Industrial,2013,797.6,0,,,
Lower Souris,Industrial,2012,945,0,,,
Lower Souris,Industrial,2011,674.7,0,,,
Lower Souris,Industrial,2010,675.6,0,,,
Lower Souris,Industrial,2009,760.3,0,,,
Lower Souris,Industrial,2008,832.9,0,,,
Lower Souris,Industrial,2007,730,0,,,
Lower Souris,Industrial,2006,745.7,0,,,
Lower Souris,Industrial,2005,778.6,0,,,
Lower Souris,Industrial,2004,686.1,0,,,
Lower Souris,Industrial,2003,852.3,0,,,
Lower Souris,Industrial,2002,842.1,0,,,
Lower Souris,Industrial,2001,743.8,0,,,
Lower Souris,Industrial,2000,703,0,,,
Lower Souris,Industrial,1999,662.1,0,,,
Lower Souris,Industrial,1998,567,0,,,
Lower Souris,Industrial,1997,465.4,0,,,
Lower Souris,Industrial,1996,414.1,0,,,
Lower Souris,Industrial,1995,329.8,0,,,
Lower Souris,Industrial,1994,327.4,0,,,
Lower Souris,Industrial,1993,259.8,0,,,
Lower Souris,Industrial,1992,225.5,0,,,
Lower Souris,Industrial,1991,227.4,0,,,
Lower Souris,Industrial,1990,269.8,0,,,
Lower Souris,Industrial,1989,300.5,0,,,
Lower Souris,Industrial,1988,204.5,0,,,
Lower Souris,Industrial,1987,139.9,0,,,
Lower Souris,Industrial,1986,128.8,0,,,
Lower Souris,Industrial,1985,109.4,0,,,
Lower Souris,Industrial,1984,0.5,0,,,
Lower Souris,Industrial,1983,26.3,0,,,
Lower Souris,Industrial,1982,5.7,0,,,
Lower Souris,Industrial,1981,3.3,0,,,
Lower Souris,Industrial,1980,0.1,0,,,
Lower Souris,Industrial,1979,3.5,0,,,
Lower Souris,Industrial,1978,3,0,,,
Lower Souris,Industrial,1977,0,0,,,
Lower Souris,Irrigation,Year,Acre Feet,Acres,,,
Lower Souris,Irrigation,2019,11724.4,9838.7,,,
Lower Souris,Irrigation,2018,8889.4,9584.2,,,
Lower Souris,Irrigation,2017,10341.9,9625.7,,,
Lower Souris,Irrigation,2016,7338.8,9610.7,,,
Lower Souris,Irrigation,2015,8031.2,8862.7,,,
Lower Souris,Irrigation,2014,5451.7,8478.6,,,
Lower Souris,Irrigation,2013,6863.8,9001.2,,,
Lower Souris,Irrigation,2012,8283.6,7568.7,,,
Lower Souris,Irrigation,2011,6205.8,8248,,,
Lower Souris,Irrigation,2010,8544.4,8546.6,,,
Lower Souris,Irrigation,2009,10634.9,9716.7,,,
Lower Souris,Irrigation,2008,10355.8,9185.8,,,
Lower Souris,Irrigation,2007,9383.2,8832.1,,,
Lower Souris,Irrigation,2006,9766.4,8117.6,,,
Lower Souris,Irrigation,2005,6958.5,8527.2,,,
Lower Souris,Irrigation,2004,5827.5,7525.1,,,
Lower Souris,Irrigation,2003,7519.2,7998.9,,,
Lower Souris,Irrigation,2002,5787.4,8421.1,,,
Lower Souris,Irrigation,2001,5416.1,7865.4,,,
Lower Souris,Irrigation,2000,6249.6,7469.6,,,
Lower Souris,Irrigation,1999,4920.6,7143.1,,,
Lower Souris,Irrigation,1998,6514.8,7244.7,,,
Lower Souris,Irrigation,1997,5438,6926.7,,,
Lower Souris,Irrigation,1996,6010.2,5966.1,,,
Lower Souris,Irrigation,1995,5298.7,5408.7,,,
Lower Souris,Irrigation,1994,4614.1,5359.6,,,
Lower Souris,Irrigation,1993,2642.8,4892.6,,,
Lower Souris,Irrigation,1992,5632.8,5107.6,,,
Lower Souris,Irrigation,1991,4758.8,4799,,,
Lower Souris,Irrigation,1990,3986.9,3922,,,
Lower Souris,Irrigation,1989,3849.7,2956.7,,,
Lower Souris,Irrigation,1988,3420.8,2629,,,
Lower Souris,Irrigation,1987,888,1371.4,,,
Lower Souris,Irrigation,1986,2248.9,2423.4,,,
Lower Souris,Irrigation,1985,2082.1,2723.4,,,
Lower Souris,Irrigation,1984,1817.2,1874.5,,,
Lower Souris,Irrigation,1983,1135,1039.4,,,
Lower Souris,Irrigation,1982,1747.2,2252.5,,,
Lower Souris,Irrigation,1981,2239,2962,,,
Lower Souris,Irrigation,1980,2650,3133,,,
Lower Souris,Irrigation,1979,1816.6,1770.2,,,
Lower Souris,Irrigation,1978,2233.1,2192.8,,,
Lower Souris,Irrigation,1977,1842,1376,,,
Lower Souris,Municipal,Year,Acre Feet,Acres,,,
Lower Souris,Municipal,2019,525.6,0,,,
Lower Souris,Municipal,2018,573,0,,,
Lower Souris,Municipal,2017,567.2,0,,,
Lower Souris,Municipal,2016,611.1,0,,,
Lower Souris,Municipal,2015,591.8,0,,,
Lower Souris,Municipal,2014,639.5,0,,,
Lower Souris,Municipal,2013,626.4,0,,,
Lower Souris,Municipal,2012,571.9,0,,,
Lower Souris,Municipal,2011,647.6,0,,,
Lower Souris,Municipal,2010,574,0,,,
Lower Souris,Municipal,2009,600.3,0,,,
Lower Souris,Municipal,2008,596.5,0,,,
Lower Souris,Municipal,2007,599.8,0,,,
Lower Souris,Municipal,2006,601.7,0,,,
Lower Souris,Municipal,2005,551.2,0,,,
Lower Souris,Municipal,2004,558.9,0,,,
Lower Souris,Municipal,2003,688.9,0,,,
Lower Souris,Municipal,2002,722.4,0,,,
Lower Souris,Municipal,2001,634,0,,,
Lower Souris,Municipal,2000,703.8,0,,,
Lower Souris,Municipal,1999,655,0,,,
Lower Souris,Municipal,1998,717.6,0,,,
Lower Souris,Municipal,1997,543.7,0,,,
Lower Souris,Municipal,1996,683.1,0,,,
Lower Souris,Municipal,1995,680.1,0,,,
Lower Souris,Municipal,1994,685.8,0,,,
Lower Souris,Municipal,1993,725.7,0,,,
Lower Souris,Municipal,1992,773.5,0,,,
Lower Souris,Municipal,1991,749.7,0,,,
Lower Souris,Municipal,1990,661.7,0,,,
Lower Souris,Municipal,1989,816.4,0,,,
Lower Souris,Municipal,1988,844.2,0,,,
Lower Souris,Municipal,1987,806.5,0,,,
Lower Souris,Municipal,1986,819,0,,,
Lower Souris,Municipal,1985,937.5,0,,,
Lower Souris,Municipal,1984,898.6,0,,,
Lower Souris,Municipal,1983,849.4,0,,,
Lower Souris,Municipal,1982,769.7,0,,,
Lower Souris,Municipal,1981,816.1,0,,,
Lower Souris,Municipal,1980,1018.1,0,,,
Lower Souris,Municipal,1979,1095.9,0,,,
Lower Souris,Municipal,1978,1012.9,0,,,
Lower Souris,Municipal,1977,954.1,0,,,
Lower Souris,Power Generation,Year,Acre Feet,Acres,,,
Lower Souris,Power Generation,1996,2.2,0,,,
Lower Souris,Power Generation,1995,0.4,0,,,
Lower Souris,Power Generation,1994,0.3,0,,,
Lower Souris,Power Generation,1993,0.7,0,,,
Lower Souris,Power Generation,1992,0.6,0,,,
Lower Souris,Power Generation,1991,0,0,,,
Lower Souris,Power Generation,1990,1.2,0,,,
Lower Souris,Power Generation,1989,1.4,0,,,
Lower Souris,Power Generation,1988,2.3,0,,,
Lower Souris,Power Generation,1987,1.6,0,,,
Lower Souris,Power Generation,1986,5.6,0,,,
Lower Souris,Power Generation,1985,307.6,0,,,
Lower Souris,Power Generation,1984,782.3,0,,,
Lower Souris,Power Generation,1983,751.3,0,,,
Lower Souris,Power Generation,1982,685.8,0,,,
Lower Souris,Power Generation,1981,533,0,,,
Lower Souris,Power Generation,1980,992,0,,,
Lower Souris,Power Generation,1979,756.9,0,,,
Lower Souris,Power Generation,1978,726.7,0,,,
Lower Souris,Power Generation,1977,957,0,,,
Lower Souris,Rural Water,Year,Acre Feet,Acres,,,
Lower Souris,Rural Water,2019,895,0,,,
Lower Souris,Rural Water,2018,972,0,,,
Lower Souris,Rural Water,2017,1075.2,0,,,
Lower Souris,Rural Water,2016,857.7,0,,,
Lower Souris,Rural Water,2015,946.6,0,,,
Lower Souris,Rural Water,2014,869.1,0,,,
Lower Souris,Rural Water,2013,835.4,0,,,
Lower Souris,Rural Water,2012,797.7,0,,,
Lower Souris,Rural Water,2011,737.9,0,,,
Lower Souris,Rural Water,2010,706.4,0,,,
Lower Souris,Rural Water,2009,653.2,0,,,
Lower Souris,Rural Water,2008,231.5,0,,,
Lower Souris,Rural Water,2007,223.9,0,,,
Lower Souris,Rural Water,2006,272.1,0,,,
Lower Souris,Rural Water,2005,235.1,0,,,
Lower Souris,Rural Water,2004,240.5,0,,,
Lower Souris,Rural Water,2003,277.1,0,,,
Lower Souris,Rural Water,2002,300.5,0,,,
Lower Souris,Rural Water,2001,246.9,0,,,
Lower Souris,Rural Water,2000,259,0,,,
Lower Souris,Rural Water,1999,259.1,0,,,
Lower Souris,Rural Water,1998,258.2,0,,,
Lower Souris,Rural Water,1997,246.6,0,,,
Lower Souris,Rural Water,1996,284.8,0,,,
Lower Souris,Rural Water,1995,248.6,0,,,
Lower Souris,Rural Water,1994,284.8,0,,,
Lower Souris,Rural Water,1993,196.4,0,,,
Lower Souris,Rural Water,1992,165.8,0,,,
Lower Souris,Rural Water,1991,159.8,0,,,
Lower Souris,Rural Water,1990,171.5,0,,,
Lower Souris,Rural Water,1989,178.5,0,,,
Lower Souris,Rural Water,1988,164,0,,,
Lower Souris,Rural Water,1987,176.6,0,,,
Lower Souris,Rural Water,1986,182.8,0,,,
Lower Souris,Rural Water,1985,196.8,0,,,
Lower Souris,Rural Water,1984,185.1,0,,,
Lower Souris,Rural Water,1983,167.1,0,,,
Lower Souris,Rural Water,1982,154.7,0,,,
Lower Souris,Rural Water,1981,170,0,,,
Lower Souris,Rural Water,1980,193.6,0,,,
Lower Souris,Rural Water,1979,104.1,0,,,
Lower Souris,Rural Water,1978,132.2,0,,,
Lower Souris,Rural Water,1977,96.2,0,,,
Lower Yellowstone,Industrial,Year,Acre Feet,Acres,,,
Lower Yellowstone,Industrial,2019,59.3,0,,,
Lower Yellowstone,Industrial,2018,82.4,0,,,
Lower Yellowstone,Industrial,2017,68.9,0,,,
Lower Yellowstone,Industrial,2016,39,0,,,
Lower Yellowstone,Industrial,2015,172,0,,,
Lower Yellowstone,Industrial,2014,467.7,0,,,
Lower Yellowstone,Industrial,2013,432.2,0,,,
Lower Yellowstone,Industrial,2012,699.5,0,,,
Lower Yellowstone,Industrial,2011,316.9,0,,,
Lower Yellowstone,Industrial,2010,148.3,0,,,
Lower Yellowstone,Industrial,2009,147,0,,,
Lower Yellowstone,Industrial,2008,135.7,0,,,
Lower Yellowstone,Industrial,2007,112.4,0,,,
Lower Yellowstone,Industrial,2006,110.4,0,,,
Lower Yellowstone,Industrial,2005,84.2,0,,,
Lower Yellowstone,Industrial,2004,43.5,0,,,
Lower Yellowstone,Industrial,2003,36.9,0,,,
Lower Yellowstone,Industrial,2002,35.6,0,,,
Lower Yellowstone,Industrial,2001,36.1,0,,,
Lower Yellowstone,Industrial,2000,37.2,0,,,
Lower Yellowstone,Industrial,1999,37.1,0,,,
Lower Yellowstone,Industrial,1998,40,0,,,
Lower Yellowstone,Industrial,1997,47,0,,,
Lower Yellowstone,Industrial,1996,45.2,0,,,
Lower Yellowstone,Industrial,1995,43.2,0,,,
Lower Yellowstone,Industrial,1994,40.6,0,,,
Lower Yellowstone,Industrial,1993,48.2,0,,,
Lower Yellowstone,Industrial,1992,53.2,0,,,
Lower Yellowstone,Industrial,1991,30.1,0,,,
Lower Yellowstone,Industrial,1990,34.5,0,,,
Lower Yellowstone,Industrial,1989,34.2,0,,,
Lower Yellowstone,Industrial,1988,41,0,,,
Lower Yellowstone,Industrial,1987,38.3,0,,,
Lower Yellowstone,Industrial,1986,61.9,0,,,
Lower Yellowstone,Industrial,1985,63.9,0,,,
Lower Yellowstone,Industrial,1984,25.1,0,,,
Lower Yellowstone,Industrial,1983,36.5,0,,,
Lower Yellowstone,Industrial,1982,17.5,0,,,
Lower Yellowstone,Industrial,1981,29.1,0,,,
Lower Yellowstone,Irrigation,Year,Acre Feet,Acres,,,
Lower Yellowstone,Irrigation,2019,1550,2200.3,,,
Lower Yellowstone,Irrigation,2018,2585.9,2638.2,,,
Lower Yellowstone,Irrigation,2017,2748.6,2383.3,,,
Lower Yellowstone,Irrigation,2016,2365.7,2308.3,,,
Lower Yellowstone,Irrigation,2015,2026,1885.5,,,
Lower Yellowstone,Irrigation,2014,1716,1809.9,,,
Lower Yellowstone,Irrigation,2013,1528.9,1586.7,,,
Lower Yellowstone,Irrigation,2012,1342.2,1126.4,,,
Lower Yellowstone,Irrigation,2011,1351,1465.3,,,
Lower Yellowstone,Irrigation,2010,1413.4,1723.3,,,
Lower Yellowstone,Irrigation,2009,1758.9,1806.8,,,
Lower Yellowstone,Irrigation,2008,1894.7,2057.9,,,
Lower Yellowstone,Irrigation,2007,2413.6,1968.3,,,
Lower Yellowstone,Irrigation,2006,2211.7,1849.3,,,
Lower Yellowstone,Irrigation,2005,1940.7,1817.3,,,
Lower Yellowstone,Irrigation,2004,2001.8,1657.3,,,
Lower Yellowstone,Irrigation,2003,2134.5,1677.9,,,
Lower Yellowstone,Irrigation,2002,1327.1,1457.3,,,
Lower Yellowstone,Irrigation,2001,789.9,1040,,,
Lower Yellowstone,Irrigation,2000,760.9,975,,,
Lower Yellowstone,Irrigation,1999,574.4,714.5,,,
Lower Yellowstone,Irrigation,1998,370,423.5,,,
Lower Yellowstone,Irrigation,1997,304.4,353.5,,,
Lower Yellowstone,Irrigation,1996,345.1,363.5,,,
Lower Yellowstone,Irrigation,1995,323.8,363.5,,,
Lower Yellowstone,Irrigation,1994,410.3,364,,,
Lower Yellowstone,Irrigation,1993,508.3,678.5,,,
Lower Yellowstone,Irrigation,1992,531.3,693,,,
Lower Yellowstone,Irrigation,1991,681,713,,,
Lower Yellowstone,Irrigation,1990,764.1,716,,,
Lower Yellowstone,Irrigation,1989,810,673,,,
Lower Yellowstone,Irrigation,1988,827.6,704.1,,,
Lower Yellowstone,Irrigation,1987,618.4,639.1,,,
Lower Yellowstone,Irrigation,1986,712.3,634,,,
Lower Yellowstone,Irrigation,1985,620.4,755.1,,,
Lower Yellowstone,Irrigation,1984,750.6,676.3,,,
Lower Yellowstone,Irrigation,1983,560,784,,,
Lower Yellowstone,Irrigation,1982,534.1,590.9,,,
Lower Yellowstone,Irrigation,1981,589.2,593.8,,,
Lower Yellowstone,Irrigation,1980,960.1,1040.1,,,
Lower Yellowstone,Irrigation,1979,580.1,640.1,,,
Lower Yellowstone,Irrigation,1978,296.1,612,,,
Lower Yellowstone,Irrigation,1977,672.3,612,,,
Lower Yellowstone,Municipal,Year,Acre Feet,Acres,,,
Lower Yellowstone,Municipal,2019,37.5,0,,,
Lower Yellowstone,Municipal,2018,40.7,0,,,
Lower Yellowstone,Municipal,2017,42.4,0,,,
Lower Yellowstone,Municipal,2016,48.7,0,,,
Lower Yellowstone,Municipal,2015,65,0,,,
Lower Yellowstone,Municipal,2014,75.9,0,,,
Lower Yellowstone,Municipal,2013,29.9,0,,,
Lower Yellowstone,Municipal,2012,23,0,,,
Lower Yellowstone,Municipal,2011,18.1,0,,,
Lower Yellowstone,Municipal,2010,20,0,,,
Lower Yellowstone,Municipal,2009,20,0,,,
Lower Yellowstone,Municipal,2008,20,0,,,
Lower Yellowstone,Municipal,2007,25,0,,,
Lower Yellowstone,Municipal,2006,25,0,,,
Lower Yellowstone,Municipal,2005,25,0,,,
Lower Yellowstone,Municipal,2004,25.2,0,,,
Lower Yellowstone,Municipal,2003,23.5,0,,,
Lower Yellowstone,Municipal,2002,23.5,0,,,
Lower Yellowstone,Municipal,2001,25.9,0,,,
Lower Yellowstone,Municipal,2000,21.7,0,,,
Lower Yellowstone,Municipal,1999,23.6,0,,,
Lower Yellowstone,Municipal,1998,31.5,0,,,
Lower Yellowstone,Municipal,1997,29.2,0,,,
Lower Yellowstone,Municipal,1996,24.2,0,,,
Lower Yellowstone,Municipal,1995,21.7,0,,,
Lower Yellowstone,Municipal,1994,25.9,0,,,
Lower Yellowstone,Municipal,1993,20.9,0,,,
Lower Yellowstone,Municipal,1992,26,0,,,
Lower Yellowstone,Municipal,1991,23.9,0,,,
Lower Yellowstone,Municipal,1990,30.7,0,,,
Lower Yellowstone,Municipal,1989,37.9,0,,,
Lower Yellowstone,Municipal,1988,49.4,0,,,
Lower Yellowstone,Municipal,1987,41.2,0,,,
Lower Yellowstone,Municipal,1986,41.8,0,,,
Lower Yellowstone,Municipal,1985,73.6,0,,,
Lower Yellowstone,Municipal,1984,58.9,0,,,
Lower Yellowstone,Municipal,1983,0,0,,,
Lower Yellowstone,Municipal,1982,63.5,0,,,
Lower Yellowstone,Municipal,1981,64,0,,,
Lower Yellowstone,Municipal,1980,58.9,0,,,
Lower Yellowstone,Municipal,1979,38.5,0,,,
Lower Yellowstone,Municipal,1978,28,0,,,
Lower Yellowstone,Municipal,1977,39.2,0,,,
Maple,Industrial,Year,Acre Feet,Acres,,,
Maple,Industrial,2019,0,0,,,
Maple,Industrial,2018,0,0,,,
Maple,Industrial,2016,0,0,,,
Maple,Industrial,2015,0,0,,,
Maple,Industrial,2014,0,0,,,
Maple,Industrial,2013,0,0,,,
Maple,Industrial,2012,0,0,,,
Maple,Industrial,2011,0,0,,,
Maple,Industrial,2010,0.3,0,,,
Maple,Industrial,2009,0,0,,,
Maple,Industrial,2008,0.6,0,,,
Maple,Industrial,2007,0,0,,,
Maple,Industrial,2003,1.4,0,,,
Maple,Industrial,2002,1.9,0,,,
Maple,Industrial,2001,0.9,0,,,
Maple,Industrial,2000,1.4,0,,,
Maple,Industrial,1999,1.6,0,,,
Maple,Industrial,1977,2.8,0,,,
Maple,Irrigation,Year,Acre Feet,Acres,,,
Maple,Irrigation,2019,294,1843.4,,,
Maple,Irrigation,2018,719,2929.4,,,
Maple,Irrigation,2017,891,2758.1,,,
Maple,Irrigation,2016,321.6,2112.3,,,
Maple,Irrigation,2015,655.6,2083.4,,,
Maple,Irrigation,2014,643.6,2207.3,,,
Maple,Irrigation,2013,898.3,1949,,,
Maple,Irrigation,2012,942.6,2035,,,
Maple,Irrigation,2011,262.8,700,,,
Maple,Irrigation,2010,337.9,1619,,,
Maple,Irrigation,2009,589.7,2115,,,
Maple,Irrigation,2008,454.5,1771,,,
Maple,Irrigation,2007,260.2,704,,,
Maple,Irrigation,2006,709.3,1949,,,
Maple,Irrigation,2005,311,1254,,,
Maple,Irrigation,2004,255.9,864,,,
Maple,Irrigation,2003,612.3,1740.5,,,
Maple,Irrigation,2002,532.5,2001,,,
Maple,Irrigation,2001,463.8,1897,,,
Maple,Irrigation,2000,437.1,2054,,,
Maple,Irrigation,1999,409.1,2014,,,
Maple,Irrigation,1998,455,1629,,,
Maple,Irrigation,1997,321.4,1454,,,
Maple,Irrigation,1996,408,1813,,,
Maple,Irrigation,1995,225.1,1424,,,
Maple,Irrigation,1994,366.4,1492.4,,,
Maple,Irrigation,1993,37,1020.4,,,
Maple,Irrigation,1992,753.8,2437,,,
Maple,Irrigation,1991,1203,2626,,,
Maple,Irrigation,1990,1147.1,2364,,,
Maple,Irrigation,1989,1106.1,2076,,,
Maple,Irrigation,1988,1342.1,1991,,,
Maple,Irrigation,1987,605.5,2007,,,
Maple,Irrigation,1986,335.2,1405,,,
Maple,Irrigation,1985,927.2,1938.3,,,
Maple,Irrigation,1984,1126,2344,,,
Maple,Irrigation,1983,675.4,1522,,,
Maple,Irrigation,1982,640.3,1472,,,
Maple,Irrigation,1981,441.7,599.2,,,
Maple,Irrigation,1980,651.8,1143,,,
Maple,Irrigation,1979,355.3,568,,,
Maple,Irrigation,1978,339.9,585,,,
Maple,Irrigation,1977,462.9,707.5,,,
Maple,Municipal,Year,Acre Feet,Acres,,,
Maple,Municipal,2019,873,0,,,
Maple,Municipal,2018,698.8,0,,,
Maple,Municipal,2017,670,0,,,
Maple,Municipal,2016,735.3,0,,,
Maple,Municipal,2015,733.2,0,,,
Maple,Municipal,2014,872,0,,,
Maple,Municipal,2013,773.4,0,,,
Maple,Municipal,2012,745.9,0,,,
Maple,Municipal,2011,806.1,0,,,
Maple,Municipal,2010,1118.7,0,,,
Maple,Municipal,2009,1097.6,0,,,
Maple,Municipal,2008,1173.5,0,,,
Maple,Municipal,2007,1078.1,0,,,
Maple,Municipal,2006,1040.3,0,,,
Maple,Municipal,2005,1043.7,0,,,
Maple,Municipal,2004,1025.7,0,,,
Maple,Municipal,2003,975.3,0,,,
Maple,Municipal,2002,1009.9,0,,,
Maple,Municipal,2001,913.7,0,,,
Maple,Municipal,2000,939.6,0,,,
Maple,Municipal,1999,789.6,0,,,
Maple,Municipal,1998,734.5,0,,,
Maple,Municipal,1997,506.3,0,,,
Maple,Municipal,1996,382.6,0,,,
Maple,Municipal,1995,477.9,0,,,
Maple,Municipal,1994,526.7,0,,,
Maple,Municipal,1993,521,0,,,
Maple,Municipal,1992,580,0,,,
Maple,Municipal,1991,512.2,0,,,
Maple,Municipal,1990,515.4,0,,,
Maple,Municipal,1989,515.8,0,,,
Maple,Municipal,1988,647,0,,,
Maple,Municipal,1987,641.9,0,,,
Maple,Municipal,1986,625.9,0,,,
Maple,Municipal,1985,406.3,0,,,
Maple,Municipal,1984,354.7,0,,,
Maple,Municipal,1983,449.2,0,,,
Maple,Municipal,1982,333.8,0,,,
Maple,Municipal,1981,254.3,0,,,
Maple,Municipal,1980,220.2,0,,,
Maple,Municipal,1979,274.9,0,,,
Maple,Municipal,1978,272.6,0,,,
Maple,Municipal,1977,189.8,0,,,
Maple,Rural Water,Year,Acre Feet,Acres,,,
Maple,Rural Water,2019,374.2,0,,,
Maple,Rural Water,2018,348,0,,,
Maple,Rural Water,2017,383.2,0,,,
Maple,Rural Water,2016,373.2,0,,,
Maple,Rural Water,2015,316.2,0,,,
Maple,Rural Water,2014,351.5,0,,,
Maple,Rural Water,2013,398.9,0,,,
Maple,Rural Water,2012,405.3,0,,,
Maple,Rural Water,2011,389.1,0,,,
Maple,Rural Water,2010,377.5,0,,,
Maple,Rural Water,2009,377.4,0,,,
Maple,Rural Water,2008,361.2,0,,,
Maple,Rural Water,2007,396,0,,,
Maple,Rural Water,2006,374.4,0,,,
Maple,Rural Water,2005,393,0,,,
Maple,Rural Water,2004,433.5,0,,,
Maple,Rural Water,2003,405,0,,,
Maple,Rural Water,2002,354.6,0,,,
Maple,Rural Water,2001,297,0,,,
Maple,Rural Water,2000,294,0,,,
Maple,Rural Water,1999,307.5,0,,,
Maple,Rural Water,1998,326,0,,,
Maple,Rural Water,1997,337.6,0,,,
Maple,Rural Water,1996,316.8,0,,,
Maple,Rural Water,1995,292.6,0,,,
Maple,Rural Water,1994,289.3,0,,,
Maple,Rural Water,1993,341.4,0,,,
Maple,Rural Water,1992,311.7,0,,,
Maple,Rural Water,1991,278.4,0,,,
Maple,Rural Water,1990,268.8,0,,,
Maple,Rural Water,1989,259.2,0,,,
Maple,Rural Water,1988,234.5,0,,,
Maple,Rural Water,1987,234.8,0,,,
Maple,Rural Water,1986,238.5,0,,,
Maple,Rural Water,1985,252,0,,,
Maple,Rural Water,1984,248.1,0,,,
Maple,Rural Water,1983,238.2,0,,,
Maple,Rural Water,1982,238.8,0,,,
Maple,Rural Water,1981,190.8,0,,,
Maple,Rural Water,1980,160,0,,,
Maple,Rural Water,1979,5.7,0,,,
Middle Little Missouri,Domestic,Year,Acre Feet,Acres,,,
Middle Little Missouri,Domestic,2019,1,0,,,
Middle Little Missouri,Domestic,2018,1.1,0,,,
Middle Little Missouri,Domestic,2017,1.3,0,,,
Middle Little Missouri,Domestic,2016,1.4,0,,,
Middle Little Missouri,Domestic,2015,1.3,0,,,
Middle Little Missouri,Domestic,2014,1.3,0,,,
Middle Little Missouri,Domestic,2013,1.9,0,,,
Middle Little Missouri,Domestic,2012,2,0,,,
Middle Little Missouri,Domestic,2010,3.6,0,,,
Middle Little Missouri,Domestic,2009,3.5,0,,,
Middle Little Missouri,Domestic,2008,2.9,0,,,
Middle Little Missouri,Domestic,2007,1.9,0,,,
Middle Little Missouri,Domestic,2006,1.9,0,,,
Middle Little Missouri,Domestic,2005,2.7,0,,,
Middle Little Missouri,Domestic,2004,4.2,0,,,
Middle Little Missouri,Domestic,2003,3.2,0,,,
Middle Little Missouri,Domestic,2002,2.4,0,,,
Middle Little Missouri,Domestic,2001,3.9,0,,,
Middle Little Missouri,Domestic,2000,6.4,0,,,
Middle Little Missouri,Domestic,1999,5.5,0,,,
Middle Little Missouri,Domestic,1998,5.7,0,,,
Middle Little Missouri,Domestic,1997,5.5,0,,,
Middle Little Missouri,Domestic,1996,5.8,0,,,
Middle Little Missouri,Domestic,1995,5,0,,,
Middle Little Missouri,Domestic,1994,5.5,0,,,
Middle Little Missouri,Domestic,1993,4.7,0,,,
Middle Little Missouri,Domestic,1992,4.8,0,,,
Middle Little Missouri,Domestic,1991,4.8,0,,,
Middle Little Missouri,Domestic,1990,10.8,0,,,
Middle Little Missouri,Domestic,1989,5.4,0,,,
Middle Little Missouri,Domestic,1988,12.3,0,,,
Middle Little Missouri,Domestic,1987,12.3,0,,,
Middle Little Missouri,Domestic,1986,12.3,0,,,
Middle Little Missouri,Domestic,1985,12.3,0,,,
Middle Little Missouri,Domestic,1984,12.3,0,,,
Middle Little Missouri,Domestic,1983,12.3,0,,,
Middle Little Missouri,Domestic,1982,3.2,0,,,
Middle Little Missouri,Domestic,1981,11.3,0,,,
Middle Little Missouri,Domestic,1980,11.3,0,,,
Middle Little Missouri,Domestic,1979,12.3,0,,,
Middle Little Missouri,Domestic,1978,0,0,,,
Middle Little Missouri,Domestic,1977,13.5,0,,,
Middle Little Missouri,Industrial,Year,Acre Feet,Acres,,,
Middle Little Missouri,Industrial,2019,158.4,0,,,
Middle Little Missouri,Industrial,2018,144,0,,,
Middle Little Missouri,Industrial,2017,81.9,0,,,
Middle Little Missouri,Industrial,2016,116.2,0,,,
Middle Little Missouri,Industrial,2015,103.4,0,,,
Middle Little Missouri,Industrial,2014,169,0,,,
Middle Little Missouri,Industrial,2013,250.4,0,,,
Middle Little Missouri,Industrial,2012,227.7,0,,,
Middle Little Missouri,Industrial,2011,171.3,0,,,
Middle Little Missouri,Industrial,2010,247.4,0,,,
Middle Little Missouri,Industrial,2009,255.3,0,,,
Middle Little Missouri,Industrial,2008,340.4,0,,,
Middle Little Missouri,Industrial,2007,337.6,0,,,
Middle Little Missouri,Industrial,2006,254,0,,,
Middle Little Missouri,Industrial,2005,358.5,0,,,
Middle Little Missouri,Industrial,2004,291.3,0,,,
Middle Little Missouri,Industrial,2003,191.2,0,,,
Middle Little Missouri,Industrial,2002,124.4,0,,,
Middle Little Missouri,Industrial,2001,211.3,0,,,
Middle Little Missouri,Industrial,2000,235,0,,,
Middle Little Missouri,Industrial,1999,237.7,0,,,
Middle Little Missouri,Industrial,1998,179.8,0,,,
Middle Little Missouri,Industrial,1997,328.6,0,,,
Middle Little Missouri,Industrial,1996,325.4,0,,,
Middle Little Missouri,Industrial,1995,160.5,0,,,
Middle Little Missouri,Industrial,1994,190.4,0,,,
Middle Little Missouri,Industrial,1993,160.7,0,,,
Middle Little Missouri,Industrial,1992,201.5,0,,,
Middle Little Missouri,Industrial,1991,193.9,0,,,
Middle Little Missouri,Industrial,1990,17.2,0,,,
Middle Little Missouri,Industrial,1989,7.2,0,,,
Middle Little Missouri,Industrial,1988,139.8,0,,,
Middle Little Missouri,Industrial,1987,10.3,0,,,
Middle Little Missouri,Industrial,1986,16,0,,,
Middle Little Missouri,Industrial,1985,15.4,0,,,
Middle Little Missouri,Industrial,1984,10.5,0,,,
Middle Little Missouri,Industrial,1983,13.4,0,,,
Middle Little Missouri,Industrial,1982,16,0,,,
Middle Little Missouri,Industrial,1981,8.2,0,,,
Middle Little Missouri,Irrigation,Year,Acre Feet,Acres,,,
Middle Little Missouri,Irrigation,1986,0,0,,,
Middle Little Missouri,Irrigation,1985,0,0,,,
Middle Little Missouri,Irrigation,1984,0,0,,,
